HMT	Domain-old	Phylum-old	Class-old	Order-old	Family-old	Genus-old	Species-old	Domain-new	Phylum-new	Class-new	Order-new	Family-new	Genus-new	Species-new
226	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_226	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_226
227	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_227	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_227
228	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_228	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_228
229	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriophycideae	Oscillatoriales	Arthrospira	platensis	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Arthrospira	platensis
230	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_230	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_230
231	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_231	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_231
232	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_232	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_232
234	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_234	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_234
235	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_235	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_235
236	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_236	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_236
237	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_237	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_237
238	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_238	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_238
239	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_239	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_239
242	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_242	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_242
246	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_246	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_246
247	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_247	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_247
249	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_249	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_249
250	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_250	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_250
251	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_251	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_251
252	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_252	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_252
253	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_253	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_253
254	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_254	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_254
256	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_256	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_256
257	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_257	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_257
258	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_258	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_258
260	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_260	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_260
262	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_262	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_262
263	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_263	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_263
264	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_264	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_264
265	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_265	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_265
268	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_268	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_268
269	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_269	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_269
270	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_270	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_270
271	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_271	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_271
272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroidaceae_[G-1]	bacterium_HMT_272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	abscessus
286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	sp._HMT_286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	sp._HMT_286
290	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	sp._HMT_290	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	sp._HMT_290
294	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	sp._HMT_294	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	sp._HMT_294
295	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	sp._HMT_295	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	sp._HMT_295
313	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_313	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	jejuni
319	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp._HMT_319	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	sp._HMT_319
322	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp._HMT_322	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	sp._HMT_322
326	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_326	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	endodontalis
328	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	mastitidis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	mastitidis
333	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	massiliense	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	massiliense
339	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	indicus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae	Janibacter	indicus
340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	paucivorans	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	paucivorans
341	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	coyleae	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	coyleae
354	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	hominis	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Dermabacter	hominis
357	Bacteria	Synergistetes	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	piscolens	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	piscolens
366	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_[G-3]	bacterium_HMT_366	Bacteria	Firmicutes	Clostridia	Eubacteriales	Ruminococcaceae	Ruminococcaceae_[G-3]	bacterium_HMT_366
368	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	cinnamea	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Dietziaceae	Dietzia	cinnamea
369	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-4]	bacterium_HMT_369	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-4]	bacterium_HMT_369
373	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Stomatobaculum	sp._HMT_373	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	sp._HMT_373
375	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	sp._HMT_375	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	sp._HMT_375
377	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-7]	[Eubacterium]_yurii_subsps._yurii_&_margaretiae	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-7]	[Eubacterium]_yurii_subsps._yurii_&_margaretiae
381	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_[G-3]	bacterium_HMT_381	Bacteria	Firmicutes	Clostridia	Eubacteriales	Ruminococcaceae	Ruminococcaceae_[G-3]	bacterium_HMT_381
382	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-8]	bacterium_HMT_382	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-8]	bacterium_HMT_382
383	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-1]	bacterium_HMT_383	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-1]	bacterium_HMT_383
386	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	sp._HMT_386	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	sp._HMT_386
393	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	sp._HMT_393	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	sp._HMT_393
402	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_[F-1]	Clostridiales_[F-1][G-2]	bacterium_HMT_402	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiales_[F-1]	Clostridiales_[F-1][G-2]	bacterium_HMT_402
407	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacteriaceae_[G-2]	bacterium_HMT_407	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia	bacterium_HMT_407
414	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_414	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_414
416	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	sp._HMT_416	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Fannyhessea	sp._HMT_416
418	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	parafarraginis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	parafarraginis
419	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Stomatobaculum	longum	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	longum
422	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	sp._HMT_422	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	normanense
424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	kisonensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	kisonensis
435	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae_[VIII]	Syntrophomonadaceae_[VIII][G-1]	bacterium_HMT_435	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae_[VIII]	Syntrophomonadaceae_[VIII][G-1]	bacterium_HMT_435
448	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_448	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_448
451	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Catonella	sp._HMT_451	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	sp._HMT_451
455	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Butyrivibrio	sp._HMT_455	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	sp._HMT_455
457	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Oribacterium	sinus	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	sinus
467	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-1]	[Eubacterium]_sulci	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-1]	[Eubacterium]_sulci
483	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonellaceae_[G-1]	bacterium_HMT_483	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_483
485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	tumefaciens	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	tumefaciens
490	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_490	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_490
493	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-5]	bacterium_HMT_493	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-5]	bacterium_HMT_493
494	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Lachnoanaerobaculum	saburreum	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	saburreum
495	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-3]	bacterium_HMT_495	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-3]	bacterium_HMT_495
496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Lachnoanaerobaculum	sp._HMT_496	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	sp._HMT_496
500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae_[XIV]	Lachnospiraceae_[G-8]	bacterium_HMT_500	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-8]	bacterium_HMT_500
504	Bacteria	Firmicutes	Mollicutes	Mollicutes_[O-1]	Mollicutes_[F-1]	Mollicutes_[G-1]	bacterium_HMT_504	Bacteria	Tenericutes	Mollicutes	Mollicutes_[O-1]	Mollicutes_[F-1]	Mollicutes_[G-1]	bacterium_HMT_504
508	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_508	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_508
517	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_517	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_517
518	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	sp._HMT_518	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	sp._HMT_518
525	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_525	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_525
526	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_526	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	koreensis
530	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	acnes	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	acnes
538	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae_[XV]	Pseudoramibacter	alactolyticus	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter	alactolyticus
539	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Filifactor	alocis	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Filifactor	alocis
541	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	amylovorum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	amylovorum
542	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcus	anaerobius	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	anaerobius
544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	anthropi	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	anthropi
548	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	asaccharolyticus	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	asaccharolyticus
552	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	avidum	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	avidum
557	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Peptostreptococcaceae_[XI][G-9]	[Eubacterium]_brachy	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-9]	[Eubacterium]_brachy
558	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	brevis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	brevis
559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	broomeae	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Afipia	broomeae
561	Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	buccale	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	buccale
568	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	casei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	casei
569	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	catenaformis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Eggerthia	catenaformis
584	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	denticola	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	denticola
586	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	denticolens	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	denticolens
587	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	dentocariosa	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	dentocariosa
588	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	dentium
591	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	diphtheriae	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	diphtheriae
593	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae_[XI]	Mogibacterium	diversum	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Mogibacterium	diversum
595	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	durum
597	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	elkanii	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	elkanii
602	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	exigua	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	exigua
606	Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	faucium	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	faucium
607	Bacteria	Firmicutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	fermentans	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	fermentans
608	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	fermentum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	fermentum
